ORF,Batch,Gene,GO_process,GO_function,GO_component,deletion_phenotype,result_np:04_02_24_05:cisplatin:500:uM::::hom_09_02:5,significant_np:04_02_24_05:cisplatin:500:uM::::hom_09_02:5,rank_np:04_02_24_05:cisplatin:500:uM::::hom_09_02:5,result_np:04_03_17_06:cisplatin:500:uM::::hom_09_02:5,significant_np:04_03_17_06:cisplatin:500:uM::::hom_09_02:5,rank_np:04_03_17_06:cisplatin:500:uM::::hom_09_02:5,result_np:03_04_04_03:cisplatin:500:uM::::hom_05_01:20,significant_np:03_04_04_03:cisplatin:500:uM::::hom_05_01:20,rank_np:03_04_04_03:cisplatin:500:uM::::hom_05_01:20,result_np:03_04_04_04:cisplatin:500:uM::::hom_05_01:20,significant_np:03_04_04_04:cisplatin:500:uM::::hom_05_01:20,rank_np:03_04_04_04:cisplatin:500:uM::::hom_05_01:20
YNL078W,chr00_16b,NIS1,regulation of mitosis,molecular_function unknown,nucleus*,viable,0.050017,0,2553,0.114399,0,1948,-0.094328,0,2309,-0.511339,0,3906
YLL021W,chr12_1,SPA2,establishment of cell polarity (sensu Fungi)*,cytoskeletal regulatory protein binding,bud neck*,viable,0.049958,0,2554,0.378409,0,738,0.063641,0,1302,0.070788,0,1311
YFL035C-B,chr6_1,RPL22B_p1,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),viable,0.049716,0,2555,-5.74e-4,0,2677,-0.452858,0,3807,-0.649822,0,4408
YML095C-A,chr00_9,YML094C-A,NA,NA,NA,viable,0.049475,0,2556,-0.536573,0,4252,0,0,1877,0,0,1877
YGL033W,chr7_1,HOP2,synapsis,molecular_function unknown,condensed nuclear chromosome,viable,0.049182,0,2557,0.350755,0,828,-0.333199,0,3260,-0.618018,0,4315
YDR317W,chr4_6,YDR317W,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.048905,0,2558,-0.142887,0,3400,-0.122421,0,2386,-0.221779,0,2729
YIL131C,chr9_2,FKH1,pseudohyphal growth*,transcription factor activity,nucleus,NA,0.048488,0,2559,0.020269,0,2504,-0.561083,0,4283,-0.495764,0,3842
YJL077C,chr10_2,ICS3,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.048043,0,2560,-0.032781,0,2892,-0.20619,0,2692,-0.247502,0,2836
YPL220W,chr16_1,RPL1A,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),viable,0.04779,0,2561,-0.10706,0,3253,-0.426315,0,3698,-0.741492,0,4593
YMR252C,chr13_5,YMR252C,biological_process unknown,molecular_function unknown,mitochondrion,viable,0.047786,0,2562,0.322059,0,910,-0.322781,0,3211,-0.284041,0,2982
YDL116W,chr4_2,NUP84,mRNA-nucleus export*,structural molecule activity,nuclear pore,viable,0.047757,0,2563,-0.080078,0,3129,0,0,1552,0,0,1552
YGL152C,chr7_2,YGL152C,NA,NA,NA,viable,0.047735,0,2564,-0.033062,0,2895,-0.21645,0,2748,-0.100802,0,2320
YGL231C,chr7_3,YGL231C,biological_process unknown,molecular_function unknown,endoplasmic reticulum,viable,0.047088,0,2565,-0.193983,0,3562,-0.305317,0,3123,-0.371865,0,3340
YOR225W,chr15_3,YOR225W,NA,NA,NA,viable,0.047,0,2566,0.08116,0,2131,-0.294107,0,3064,-0.008182,0,2059
YHR049W,chr8_2,FSH1,biological_process unknown,serine hydrolase activity,cytoplasm*,viable,0.046944,0,2567,0.093791,0,2060,-0.425722,0,3694,-0.699005,0,4529
YJL094C,chr00_15,KHA1,monovalent inorganic cation transport,potassium:hydrogen antiporter activity,membrane,viable,0.04682,0,2568,0.178061,0,1592,-0.070085,0,2226,-0.177923,0,2578
YOR192C,chr15_2,YOR192C,transport,transporter activity,membrane,viable,0.046542,0,2569,-0.123707,0,3330,0.014805,0,1432,-0.512958,0,3916
YLR349W,chr12_5,YLR349W,NA,NA,NA,viable,0.046409,0,2570,-0.084244,0,3149,-0.069683,0,2223,0.291679,0,900
YBL013W,chr2_1,FMT1,translational initiation*,methionyl-tRNA formyltransferase activity,mitochondrion,viable,0.046342,0,2571,0.019445,0,2510,0.628142,0,499,0.660562,0,508
YHL019C,chr8_1,APM2,vesicle-mediated transport,clathrin binding,AP-1 adaptor complex,viable,0.046339,0,2572,-0.103313,0,3236,-0.083012,0,2266,0.188315,0,1081
YNL141W,chr14_3,AAH1,adenine catabolism,adenine deaminase activity,cytoplasm*,viable,0.046101,0,2573,0.32011,0,917,-0.056038,0,2185,-0.246574,0,2833
YDR346C,chr4_7,SVF1,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.04586,0,2574,-0.085572,0,3155,0.414596,0,715,0.262344,0,951
YOL163W,chr00_10,YOL163W,transport,transporter activity,membrane,viable,0.045711,0,2575,-0.016979,0,2788,-0.394642,0,3555,-0.504568,0,3882
YLR392C,chr12_5,YLR392C,biological_process unknown,molecular_function unknown,cytoplasm,viable,0.045626,0,2576,0.134503,0,1831,0.024768,0,1405,-0.614796,0,4309
YBR092C,chr2_3,PHO3,thiamin transport,acid phosphatase activity,periplasmic space (sensu Fungi),viable,0.045563,0,2577,0.060974,0,2275,-0.214383,0,2735,-0.513257,0,3918
YKL097C,chr11_2,YKL097C,NA,NA,NA,viable,0.045248,0,2578,0.25304,0,1192,-0.390938,0,3544,-0.438812,0,3603
YPR095C,chr16_4,SYT1,secretory pathway,ARF guanyl-nucleotide exchange factor activity,mitochondrion,viable,0.044492,0,2579,-0.149885,0,3417,-0.628671,0,4465,-0.771757,0,4621
YLR452C,chr00_4,SST2,signal transduction*,GTPase activator activity,plasma membrane,viable,0.044228,0,2580,-0.012003,0,2757,-0.370627,0,3447,-0.453858,0,3670
YBR149W,chr2_3,ARA1,carbohydrate metabolism,aldo-keto reductase activity*,cytosol,viable,0.044077,0,2581,0.138873,0,1811,-0.073274,0,2235,-0.376463,0,3358
YOR320C,chr15_4,GNT1,N-linked glycosylation,acetylglucosaminyltransferase activity,Golgi medial cisterna,viable,0.043999,0,2582,0.281058,0,1075,0.267454,0,918,-0.166965,0,2551
YLR112W,chr12_2,YLR112W,NA,NA,NA,viable,0.043959,0,2583,-0.039903,0,2929,0.026217,0,1402,-0.028539,0,2112
YOR354C,chr15_4,MSC6,meiotic recombination,molecular_function unknown,mitochondrion,viable,0.043951,0,2584,-0.379408,0,4019,-0.493935,0,4023,-0.307045,0,3067
YOR171C,chr15_2,LCB4,sphingolipid metabolism*,D-erythro-sphingosine kinase activity,endoplasmic reticulum*,viable,0.04374,0,2585,-0.130706,0,3357,-0.23776,0,2833,-0.499587,0,3858
YKR030W,chr11_3,GMH1,transport,molecular_function unknown,integral to Golgi membrane,viable,0.04353,0,2586,-0.214314,0,3631,-0.425627,0,3689,0.048612,0,1369
YMR233W,chr13_5,YMR233W,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.043301,0,2587,-0.321988,0,3892,0.203214,0,1021,0.050183,0,1363
YOL053C-A,chr15_5,DDR2,response to stress,molecular_function unknown,cytoplasm*,NA,0.043137,0,2588,0.381754,0,734,-0.461833,0,3851,-0.62438,0,4339
YPL245W,chr16_1,YPL245W,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.043037,0,2589,0.463978,0,544,-0.430549,0,3724,-0.150266,0,2492
YDR370C,chr4_7,YDR370C,biological_process unknown,molecular_function unknown,cytoplasm,viable,0.042789,0,2590,0.844835,0,190,-0.083207,0,2267,0.26805,0,936
YHR140W,chr00_8,YHR140W,biological_process unknown,molecular_function unknown,integral to membrane,viable,0.042692,0,2591,-0.080731,0,3134,0.43164400000000003,0,696,-0.566451,0,4129
YAR047C,chr1_1,YAR047C,NA,NA,NA,viable,0.042374,0,2592,0.077849,0,2158,-0.145944,0,2465,-0.468286,0,3728
YOR230W,chr15_3,WTM1,regulation of meiosis,transcription corepressor activity,nucleus,viable,0.042307,0,2593,0.196692,0,1482,0.268672,0,912,0.270868,0,933
YDL184C,chr4_2,RPL41A,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),viable,0.042293,0,2594,-0.072159,0,3078,-0.376573,0,3472,-0.379631,0,3371
YMR169C,chr13_4,ALD3_1,response to stress*,aldehyde dehydrogenase activity,cytoplasm,viable,0.041955,0,2595,0.218971,0,1375,0.457564,0,656,0.25615,0,959
YML116W,chr00_9,ATR1,multidrug transport,multidrug efflux pump activity,plasma membrane,viable,0.041871,0,2596,-0.023745,0,2838,-0.231688,0,2805,-0.274396,0,2945
YBR300C,chr00_1,YBR300C,NA,NA,NA,viable,0.041845,0,2597,0.384232,0,730,-0.357311,0,3378,-0.149969,0,2489
YOR161C,chr15_2,PNS1,biological_process unknown,molecular_function unknown*,integral to plasma membrane,viable,0.041772,0,2598,-0.196035,0,3569,-0.06402,0,2208,0.373726,0,794
YHR095W,chr8_2,YHR095W,NA,NA,NA,viable,0.041603,0,2599,-0.031775,0,2889,-0.540852,0,4207,-0.409634,0,3488
YLR280C,chr12_4,YLR280C,NA,NA,NA,viable,0.04137,0,2600,-0.079599,0,3125,-0.233627,0,2816,-0.436446,0,3588
YJL176C,chr10_1,SWI3,chromatin remodeling,general RNA polymerase II transcription factor activity,nucleosome remodeling complex*,viable,0.041121,0,2601,0.16169,0,1672,0,0,1762,0,0,1762
YER091C,chr00_8,MET6,methionine biosynthesis,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,cytoplasm,viable,0.040983,0,2602,0.212523,0,1401,-0.274446,0,2987,-0.208436,0,2687
YOR303W,chr00_17b,CPA1,arginine biosynthesis,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,cytosol,viable,0.040846,0,2603,0.252775,0,1194,-0.251317,0,2897,-0.577827,0,4173
YKR017C,chr11_3,YKR017C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.040824,0,2604,0.135302,0,1828,-0.391058,0,3545,0.109126,0,1227
YGL241W,chr7_3,KAP114,protein-nucleus import,protein carrier activity,cytoplasm*,viable,0.040742,0,2605,-0.336004,0,3932,-0.296719,0,3079,0.081322,0,1284
YOR025W,chr15_1,HST3,chromatin silencing at telomere*,DNA binding,nucleus,viable,0.040729,0,2606,0.207441,0,1431,1.75291,0,97,1.38466,0,153
YMR160W,chr00_11,YMR160W,biological_process unknown,molecular_function unknown,vacuolar membrane (sensu Fungi),viable,0.040014,0,2607,-0.168906,0,3473,-0.60677,0,4410,-0.390418,0,3415
YMR138W,chr00_11,CIN4,microtubule-based process,GTP binding,cytoplasm,viable,0.039986,0,2608,-0.076379,0,3104,0,0,1894,0,0,1894
YDR512C,chr4_8,EMI1_1,sporulation (sensu Fungi),molecular_function unknown,cellular_component unknown,viable,0.039933,0,2609,-0.227459,0,3666,0,0,1616,0,0,1616
YCL012W,chr3_1,BUD3_p,cytokinesis*,molecular_function unknown,contractile ring (sensu Saccharomyces),viable,0.039858,0,2610,-0.340877,0,3940,-0.384038,0,3508,-0.336403,0,3177
YGL059W,chr7_1,YGL059W,biological_process unknown,protein kinase activity,mitochondrion,viable,0.039742,0,2611,-0.057529,0,3009,-0.040965,0,2136,-0.227046,0,2752
YMR313C,chr00_8,TGL3,lipid metabolism,triacylglycerol lipase activity,lipid particle,viable,0.039656,0,2612,0.017361,0,2521,-0.45087700000000003,0,3794,-0.397464,0,3437
YKR011C,chr11_3,YKR011C,biological_process unknown,molecular_function unknown,nucleus,viable,0.039392,0,2613,-0.199292,0,3585,-0.427883,0,3709,-0.384009,0,3391
YMR070W,chr00_6,MOT3,transcription,DNA binding*,nucleus,viable,0.03925,0,2614,0.221931,0,1357,-0.100674,0,2329,-0.626385,0,4345
YBL089W,chr2_1,AVT5,transport,transporter activity,cellular_component unknown,viable,0.03913,0,2615,0.057158,0,2291,0.881977,0,340,0.578737,0,583
YNL196C,chr14_2,YNL196C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.038836,0,2616,-0.324512,0,3900,0.517811,0,588,-0.843234,0,4671
YOL059W,chr15_5,GPD2,glycerol metabolism,glycerol-3-phosphate dehydrogenase (NAD+) activity,cytosol,viable,0.038666,0,2617,0.251582,0,1201,-0.387114,0,3527,-0.164182,0,2534
YPR121W,chr16_5,THI22,thiamin biosynthesis,phosphomethylpyrimidine kinase activity,cellular_component unknown,viable,0.038644,0,2618,-0.006056,0,2721,-0.291801,0,3056,-0.543561,0,4043
YDR507C,chr4_8,GIN4,protein amino acid phosphorylation*,protein kinase activity,bud neck,viable,0.038577,0,2619,-0.316533,0,3884,0,0,1614,0,0,1614
YMR011W,chr13_2,HXT2,hexose transport,glucose transporter activity*,plasma membrane,viable,0.0378,0,2620,0.118128,0,1928,-0.356963,0,3376,-0.612678,0,4303
YPL006W,chr16_3,NCR1,sphingolipid metabolism,sphingolipid transporter activity,vacuolar membrane (sensu Fungi),viable,0.037679,0,2621,0.099351,0,2033,0.377713,0,752,-0.481307,0,3776
YML029W,chr13_2,USA1,"nuclear mRNA splicing, via spliceosome",molecular_function unknown,cellular_component unknown,viable,0.037458,0,2622,0.464483,0,542,-0.426852,0,3702,-0.618091,0,4316
YJL082W,chr10_2,IML2,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.037388,0,2623,0.237523,0,1262,-0.347306,0,3321,-0.649375,0,4405
YGL210W,chr7_3,YPT32,vesicle-mediated transport*,GTPase activity,Golgi apparatus,viable,0.037285,0,2624,-0.18768,0,3536,-0.282948,0,3023,-0.306229,0,3059
YCR073C,chr00_16a,SSK22,protein amino acid phosphorylation*,MAP kinase kinase kinase activity,cellular_component unknown,viable,0.037228,0,2625,0.150187,0,1745,0.341137,0,800,0.809575,0,404
YFR009W,chr6_1,GCN20,regulation of translational elongation,molecular_function unknown,cytosol*,viable,0.037203,0,2626,-0.01464,0,2776,0.008535,0,1447,-0.133443,0,2432
YPR123C,chr16_5,YPR123C,NA,NA,NA,viable,0.037152,0,2627,-0.280017,0,3806,0,0,2020,0,0,2020
YNL168C,chr14_2,FMP41,biological_process unknown,molecular_function unknown,mitochondrion,viable,0.037021,0,2628,-0.055941,0,2999,-0.254788,0,2910,-0.368914,0,3329
YLR027C,chr12_1,AAT2,nitrogen metabolism*,aspartate transaminase activity,cytoplasm*,viable,0.036986,0,2629,0.395438,0,697,1.66749,0,110,0.547863,0,609
YMR291W,chr13_5,YMR291W,biological_process unknown,protein kinase activity,cytoplasm*,viable,0.03697,0,2630,0.005518,0,2595,0.28731,0,885,-0.269176,0,2916
YBR035C,chr2_2,PDX3,fatty acid metabolism,pyridoxamine-phosphate oxidase activity,cellular_component unknown,viable,0.036057,0,2631,-0.07754,0,3110,1.19137,0,221,1.00196,0,298
YLR254C,chr12_4,YLR254C,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.035917,0,2632,-0.014046,0,2773,0.528044,0,583,0.150801,0,1147
YMR099C,chr00_9,YMR099C,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.035794,0,2633,0.141429,0,1793,-0.319295,0,3189,-0.22141,0,2726
YBL085W,chr2_1,BOI1,establishment of cell polarity (sensu Fungi)*,phospholipid binding,bud neck*,viable,0.035715,0,2634,-0.025796,0,2850,-0.326352,0,3227,-0.497938,0,3852
YFL001W,chr00_17a,DEG1,RNA processing,pseudouridylate synthase activity,cytoplasm*,NA,0.035148,0,2635,-0.354369,0,3961,0,0,1645,0,0,1645
YJR078W,chr10_4,BNA2,NAD biosynthesis,"tryptophan 2,3-dioxygenase activity",cytoplasm,viable,0.035032,0,2636,0.061115,0,2274,-0.448263,0,3782,-0.443103,0,3627
YPL236C,chr16_1,YPL236C,biological_process unknown,protein kinase activity,vacuolar membrane (sensu Fungi),viable,0.034941,0,2637,0.793091,0,210,-0.421247,0,3670,-0.612849,0,4305
YLR427W,chr00_4,MAG2,DNA dealkylation,alkylbase DNA N-glycosylase activity,cytoplasm,viable,0.03446,0,2638,-0.171452,0,3480,-0.341953,0,3289,-0.121439,0,2390
YLR319C,chr12_4,BUD6,establishment of cell polarity (sensu Fungi)*,cytoskeletal regulatory protein binding,actin cap (sensu Fungi)*,viable,0.034446,0,2639,0.035109,0,2435,0.452977,0,661,1.0351,0,280
YPL225W,chr16_1,YPL225W,biological_process unknown,molecular_function unknown,cytoplasm,viable,0.03441,0,2640,-0.001085,0,2682,0.160126,0,1108,0.138822,0,1169
YML129C,chr00_9,COX14,aerobic respiration*,molecular_function unknown,integral to membrane*,viable,0.034203,0,2641,0.027044,0,2475,-0.061399,0,2200,0.90035,0,346
YOR125C,chr15_2,CAT5,ubiquinone metabolism,molecular_function unknown,mitochondrial inner membrane,viable,0.033418,0,2642,0.039879,0,2410,-0.428066,0,3712,1.01782,0,290
YJR117W,chr00_12,STE24,peptide pheromone maturation,metalloendopeptidase activity*,integral to endoplasmic reticulum membrane,viable,0.033114,0,2643,-0.055307,0,2997,-0.102169,0,2332,0.170405,0,1113
YMR241W,chr13_5,YHM2,tricarboxylic acid transport,tricarboxylate carrier activity,mitochondrial inner membrane,viable,0.032938,0,2644,-0.013674,0,2770,-0.338716,0,3279,-0.336164,0,3175
YGL230C,chr7_3,YGL230C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.032604,0,2645,0.22633,0,1330,-0.28621,0,3034,-0.183236,0,2600
YDL173W,chr4_2,YDL173W,biological_process unknown,molecular_function unknown,cytoplasm,viable,0.032541,0,2646,0.153571,0,1723,-0.376301,0,3468,-0.124084,0,2397
YIL124W,chr9_2,AYR1,phosphatidic acid biosynthesis,acylglycerone-phosphate reductase activity,cytoplasm*,viable,0.032414,0,2647,0.505204,0,467,0.59126,0,533,0.220378,0,1025
YOR304W,chr15_4,ISW2,chromatin remodeling*,ATPase activity,nucleus*,viable,0.032407,0,2648,0.571275,0,380,-0.38933,0,3540,-0.547779,0,4063
YKL029C,chr11_1,MAE1,pyruvate metabolism*,malate dehydrogenase (oxaloacetate-decarboxylating) activity,mitochondrion,viable,0.032304,0,2649,-0.415042,0,4084,-0.200361,0,2675,-0.020693,0,2095
YLR265C,chr12_4,NEJ1,DNA repair*,molecular_function unknown,nucleus,viable,0.032113,0,2650,-0.03034,0,2884,-0.362317,0,3409,-0.149294,0,2487
YOR058C,chr15_1,ASE1,mitotic spindle assembly (sensu Fungi)*,microtubule binding,spindle microtubule*,viable,0.032084,0,2651,0.266779,0,1137,0.06737,0,1297,-0.257294,0,2866
YKR035W-A,chr00_3,DID2,protein-vacuolar targeting,molecular_function unknown,cytoplasm,NA,0.032061,0,2652,-0.129264,0,3351,-0.469721,0,3896,-0.793813,0,4634
YNL176C,chr14_2,YNL176C,biological_process unknown,molecular_function unknown,vacuole (sensu Fungi),viable,0.031914,0,2653,-0.140088,0,3387,-0.088273,0,2293,-0.067787,0,2213
YDL171C,chr4_2,GLT1,glutamate biosynthesis,glutamate synthase (NADH) activity,cell,viable,0.031541,0,2654,0.242011,0,1243,-0.480863,0,3952,-0.352669,0,3258
YNL090W,chr00_16b,RHO2,cell wall organization and biogenesis*,GTPase activity*,intracellular,viable,0.031346,0,2655,0.592916,0,350,0.440197,0,681,0.954513,0,323
YOR274W,chr00_17b,MOD5,tRNA modification,tRNA isopentenyltransferase activity,nucleus*,viable,0.031265,0,2656,0.397324,0,690,-0.18071,0,2597,0.097909,0,1248
YNR023W,chr14_4,SNF12,chromatin remodeling,general RNA polymerase II transcription factor activity,nucleosome remodeling complex*,viable,0.030482,0,2657,0.086632,0,2104,0,0,1951,0,0,1951
YLR168C,chr12_3,YLR168C,biological_process unknown,molecular_function unknown,mitochondrion,viable,0.030037,0,2658,0.178179,0,1591,-0.040426,0,2134,1.22976,0,199
YOR140W,chr15_2,SFL1,negative regulation of transcription from Pol II promoter,specific transcriptional repressor activity,nuclear chromosome,viable,0.02955,0,2659,0.138376,0,1815,-0.853655,0,4680,-0.657771,0,4438
YDL186W,chr4_2,YDL186W,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.029449,0,2660,0.14937,0,1749,-0.30335,0,3108,-0.512878,0,3915
YPL155C,chr16_2,KIP2,mitotic anaphase B*,microtubule motor activity,cytoplasmic microtubule*,viable,0.029443,0,2661,0.050742,0,2335,-0.249569,0,2893,-0.381649,0,3382
YDL197C,chr4_3,ASF2,chromatin silencing at silent mating-type cassette (sensu Fungi),molecular_function unknown,nucleus,viable,0.029189,0,2662,0.180135,0,1582,-0.125731,0,2399,-0.390486,0,3416
YIL059C,chr9_1,YIL059C,NA,NA,NA,viable,0.029143,0,2663,-0.116284,0,3294,-0.283896,0,3027,-0.551004,0,4075
YBR114W,chr2_3,RAD16,"nucleotide-excision repair, DNA damage recognition",DNA-dependent ATPase activity,repairosome*,viable,0.029113,0,2664,-0.221898,0,3648,0.366862,0,767,0.144354,0,1163
YBR051W,chr2_2,YBR051W,NA,NA,NA,viable,0.028948,0,2665,-0.166132,0,3464,-0.220511,0,2769,0.311562,0,874
YPR173C,chr16_5,VPS4,late endosome to vacuole transport*,ATPase activity,cytoplasm*,viable,0.028929,0,2666,-0.211238,0,3618,-0.020435,0,2082,0.07623,0,1292
YNL305C,chr14_1,YNL305C,biological_process unknown,molecular_function unknown,vacuole (sensu Fungi),viable,0.028452,0,2667,-0.005391,0,2716,-0.456823,0,3829,-0.50232,0,3869
YHR013C,chr8_1,ARD1,protein amino acid acetylation,peptide alpha-N-acetyltransferase activity,cytoplasm,viable,0.028427,0,2668,0.292993,0,1027,0.790838,0,388,0.47916,0,677
YBR291C,chr00_1,CTP1,mitochondrial citrate transport,tricarboxylate carrier activity,mitochondrial inner membrane,viable,0.028332,0,2669,0.096409,0,2048,-0.619991,0,4446,-0.064299,0,2208
YNR001C,chr14_4,CIT1,tricarboxylic acid cycle*,citrate (Si)-synthase activity,mitochondrion*,viable,0.028299,0,2670,-0.073817,0,3093,-0.09292,0,2304,0.008551,0,1447
YDR136C,chr4_4,VPS61,NA,NA,NA,viable,0.028279,0,2671,-0.199613,0,3588,0,0,1573,0,0,1573
YOL143C,chr00_10,RIB4,vitamin B2 biosynthesis,"6,7-dimethyl-8-ribityllumazine synthase activity",cytoplasm*,viable,0.028261,0,2672,-0.453722,0,4138,0,0,1962,0,0,1962
YER091C-A,chr00_2,YER091C-A,NA,NA,NA,viable,0.028135,0,2673,0.006969,0,2587,-0.00963,0,2058,-0.123308,0,2394
YDR008C,chr4_3,YDR008C,NA,NA,NA,viable,0.027655,0,2674,-0.003114,0,2701,-0.527345,0,4155,-0.572089,0,4154
YPR114W,chr16_5,YPR114W,biological_process unknown,molecular_function unknown,endoplasmic reticulum,viable,0.027322,0,2675,-0.015847,0,2783,-0.306058,0,3124,-0.17491,0,2571
YKL207W,chr11_3,YKL207W,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.027164,0,2676,0.107066,0,1991,-0.684433,0,4551,-0.596204,0,4242
YGL149W,chr7_2,YGL149W,NA,NA,NA,viable,0.027163,0,2677,-0.032811,0,2893,0.073882,0,1283,0.143102,0,1164
YJL166W,chr10_1,QCR8,aerobic respiration*,ubiquinol-cytochrome-c reductase activity,respiratory chain complex III (sensu Eukarya),viable,0.02698,0,2678,-0.099514,0,3223,1.61772,0,119,1.40587,0,149
YDR411C,chr4_7,DFM1,biological_process unknown,molecular_function unknown,endoplasmic reticulum,viable,0.026765,0,2679,0.063353,0,2265,-0.157052,0,2503,-0.002927,0,2046
